"","id","host_id","host_name","latitude","longitude","n_price","n_ln_price","n_bathrooms","n_distance_from_center_km","n_host_since_days","n_minimum_nights","n_maximum_nights","n_bedrooms","n_beds","n_accommodates","n_host_listings_count","n_host_listings_count_entire_homes","n_reviews","n_review_scores_rating","p_host_response_rate","p_host_acceptance_rate","f_bathrooms","f_property_type","f_neighbourhood_group_cleansed","d_host_is_superhost","d_host_has_profile_pic","d_host_identity_verified","d_instant_bookable","d_has_availability","d_wifi","d_long_term_stays_allowed","d_essentials","d_kitchen","d_washer","d_air_conditioning","d_tv","d_shampoo","d_elevator","d_cooking_basics","d_refrigerator","d_dedicated_workspace","d_microwave","d_breakfast","d_children_friendly","d_closet","d_garden","d_balcony","d_gym","d_free_parking","d_smoking_allowed","d_private_entrance","d_pool","d_lockbox","d_indoor_fireplace","d_pets_allowed","d_luggage_dropoff_allowed","d_smart_lock","flg_n_bathrooms","flg_n_bedrooms","flg_n_beds","n_ln_beds","flg_n_ln_beds","flg_n_review_scores_rating","flg_p_host_response_rate","flg_p_host_acceptance_rate","flg_n_host_since_days","f_reviews","f_host_listings_count","f_host_listings_count_entire_homes","f_minimum_nights","f_host_since_years"
"11",73693,297545,"Anil",41.37315,2.1665,65,4.17438726989564,1,2,4031,2,90,2,2,5,4,4,51,4.16,1,0.98,1,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","2","2","2","4"
"12",73700,297545,"Anil",41.37325,2.16049,65,4.17438726989564,1,2,4031,2,90,2,2,4,4,4,90,4.13,1,0.98,1,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","2","2","2","4"
"13",75003,396363,"Alcambarcelona",41.40399,2.17802,122,4.80402104473326,1,2,3946,2,1125,2,3,5,98,98,21,4.47,1,1,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.09861228866811,0,0,0,0,0,"1","4","4","2","4"
"14",75411,400154,"Mireia",41.40682,2.18649,103,4.63472898822964,1,3,3944,3,330,3,6,6,9,9,42,4.48,1,0.92,1,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,"1","2","2","2","4"
"15",80004,431839,"Xavier",41.37371,2.16706,107,4.67282883446191,1,2,3926,4,1125,3,3,5,1,1,131,4.57,1,0.88,1,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"16",97529,497450,"Francesc",41.40913,2.16503,35,3.55534806148941,1,3,3894,90,1125,1,1,2,1,1,65,4.73,0.8,0.14,1,"Entire condominium (condo)","Gràcia",0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2","1","1","4","4"
"17",110041,396363,"Alcambarcelona",41.40271,2.16646,99,4.59511985013459,1,2,3946,2,1125,1,2,4,98,98,31,4.26,1,1,1,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","4","4","2","4"
"18",118228,567180,"Sandra",41.40653,2.1746,192,5.25749537202778,1.5,3,3866,2,28,3,5,6,16,16,19,4.42,0.89,0.75,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6094379124341,0,0,0,0,0,"1","3","3","2","4"
"19",135513,664196,"Teresa",41.39787,2.20429,80,4.38202663467388,1.5,4,3839,2,365,2,3,5,1,1,131,4.64,0.7,0.62,1,"Entire home / Apartment","Sant Martí",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"20",142121,620454,"Reinhard",41.38062,2.17465,44,3.78418963391826,1,1,3850,31,99,2,2,3,3,3,27,4.35,1,0.89,1,"Entire loft","Ciutat Vella",0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","2","2","4","4"
"21",171646,400154,"Mireia",41.40671,2.18592,98,4.58496747867057,1,3,3944,3,330,2,2,6,9,9,44,4.75,1,0.92,1,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","2","2","2","4"
"22",171816,400154,"Mireia",41.40681,2.18553,106,4.66343909411207,1,3,3944,3,330,2,4,6,9,9,10,4.44,1,0.92,1,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","2","2","2","4"
"23",186540,896554,"Josep Lluís",41.41253,2.18928,36,3.58351893845611,1,4,3782,32,363,0,1,2,1,1,13,4.77,1,0.86,1,"Entire loft","Sant Martí",0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1","1","1","4","4"
"24",188267,366654,"Watermen Barcelona Apartments",41.39258,2.17692,200,5.29831736654804,2,1,3966,3,1125,3,4,6,3,3,84,4.7,1,0.79,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"2","2","2","2","4"
"25",197267,632830,"M Angeles, Federico",41.40661,2.15115,28,3.3322045101752,1,3,3847,31,1125,1,2,3,3,3,347,4.52,0.99,0.96,1,"Entire home / Apartment","Gràcia",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,"3","2","2","4","4"
"26",206122,1013855,"Alejandro",41.39877,2.15887,144,4.969813299576,1,2,3758,3,180,2,2,4,2,2,171,4.66,0.99,0.96,1,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,1,0,"3","2","2","2","4"
"27",206167,1014050,"Minerva",41.3724,2.1648,85,4.44265125649032,1,2,3758,3,365,1,1,2,1,1,97,4.85,1,1,1,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","1","2","4"
"28",209673,1033366,"Elena",41.398,2.1553,69,4.23410650459726,1,2,3753,2,1125,2,5,3,1,1,264,4.77,1,0.95,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6094379124341,0,0,0,0,0,"3","1","1","2","4"
"29",234375,1227290,"Francesca",41.39889,2.17582,109,4.69134788222914,1,2,3722,7,150,1,2,4,1,1,55,4.6,0.9,0.94,1,"Entire home / Apartment","Eixample",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","1","1","2","4"
"30",242335,15884961,"Enjoy",41.38113,2.18897,64,4.15888308335967,1,2,2755,33,360,3,4,4,10,10,4,4.5,0.58,0.74,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","2","2","4","4"
"31",250016,1310304,"Luis",41.38595,2.17505,65,4.17438726989564,2,1,3702,50,330,3,5,5,64,63,4,3.5,0.93,0.45,2,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,"1","4","4","4","4"
"32",252232,1298586,"Kristjan Y Ana",41.41626,2.20149,89,4.48863636973214,1,5,3705,2,400,3,3,6,6,6,119,4.5,0.97,0.92,1,"Entire home / Apartment","Sant Martí",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"33",255195,1310304,"Luis",41.3817,2.17195,27,3.29583686600433,1,1,3702,32,330,1,2,4,64,63,21,4.31,0.93,0.45,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","4","4","4","4"
"34",264125,1377744,"Esther & Gemma",41.41228,2.17582,124,4.82028156560504,1.5,3,3684,4,200,3,4,6,2,2,243,4.6,1,0.5,1,"Entire home / Apartment","Sant Martí",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","2","2","4"
"35",268017,1405013,"Midtown",41.39268,2.17214,149,5.00394630594546,2,1,3676,2,180,3,3,6,12,12,13,4.25,0.94,1,2,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","3","3","2","4"
"36",268022,1405013,"Midtown",41.39184,2.17146,124,4.82028156560504,2,1,3676,2,180,3,3,6,12,12,22,4.23,0.94,1,2,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","3","3","2","4"
"37",269467,1411775,"Jeremies",41.40181,2.1761,92,4.52178857704904,1,2,3674,7,760,0,1,3,3,3,61,4.68,0.99,0.96,1,"Entire loft","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"2","2","2","2","4"
"38",271996,155686,"Sonia",41.40456,2.1681,51,3.93182563272433,1,2,4178,31,3000,2,1,3,1,1,13,4.89,0.99,0.96,1,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"1","1","1","4","4"
"39",273229,1429552,"Marta",41.3778,2.1582,60,4.0943445622221,1,2,3669,10,1125,2,2,2,1,1,145,4.6,0.99,0.87,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,"3","1","1","3","4"
"40",273932,1432835,"Angel",41.3895,2.15769,125,4.8283137373023,2,2,3668,3,365,2,2,4,36,36,180,4.61,0.97,0.94,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","3","3","2","4"
"41",275336,1435464,"Jaume",41.38307,2.15518,94,4.54329478227,2,2,3667,3,1125,3,4,6,15,15,102,4.72,1,0.96,2,"Entire condominium (condo)","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","3","3","2","4"
"42",275346,1435464,"Jaume",41.39176,2.12506,174,5.15905529921453,2,4,3667,3,365,3,6,6,15,15,47,4.67,1,0.96,2,"Entire condominium (condo)","Sarrià-Sant Gervasi",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.79175946922805,0,0,0,0,0,"1","3","3","2","4"
"43",275350,1435464,"Jaume",41.38099,2.17213,90,4.49980967033027,2,1,3667,32,365,3,4,5,15,15,50,4.59,1,0.96,2,"Entire serviced apartment","Ciutat Vella",0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","3","3","4","4"
"44",276324,1443815,"Francisca",41.40292,2.16069,144,4.969813299576,1,2,3664,7,90,2,4,4,1,1,63,4.36,0.88,0.78,1,"Entire home / Apartment","Gràcia",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"2","1","1","2","4"
"45",276527,1444707,"Jesus",41.42042,2.148,83,4.4188406077966,1,5,3664,2,365,2,5,6,2,2,420,4.59,1,1,2,"Entire home / Apartment","Gràcia",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.6094379124341,0,0,0,0,0,"3","2","2","2","4"
"46",282679,1354169,"Valentin",41.3787,2.15813,500,6.21460809842219,2,2,3690,4,30,2,4,6,2,2,32,4.97,1,0,2,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","2","2","2","4"
"47",283231,1475411,"Francesco",41.39086,2.18803,84,4.43081679884331,1,2,3655,7,1125,1,2,4,1,1,251,4.93,0.99,0.96,1,"Entire home / Apartment","Sant Martí",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,"3","1","1","2","4"
"48",290592,1377744,"Esther & Gemma",41.41042,2.17595,499,6.21260609575152,1,3,3684,3,210,3,4,6,2,2,234,4.52,1,0.5,1,"Entire home / Apartment","Eixample",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","2","2","4"
"49",295200,612665,"Oscar",41.40697,2.16106,75,4.31748811353631,1,3,3852,3,150,1,3,3,4,4,177,4.6,1,1,1,"Entire loft","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09861228866811,0,0,0,0,0,"3","2","2","2","4"
"50",297066,1541784,"Aga",41.37383,2.16894,73,4.29045944114839,2,2,3632,1,30,2,3,5,1,1,715,4.5,1,0.99,2,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","1","4"
"51",308166,1561612,"Carlos",41.39318,2.15899,155,5.04342511691925,1,2,3626,3,1125,3,3,6,1,1,176,4.93,0.99,0.96,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09861228866811,0,0,1,1,0,"3","1","1","2","4"
"52",315769,1994100,"Marcello",41.40466,2.17147,89,4.48863636973214,1,2,3546,3,90,2,3,6,3,3,24,4.81,1,0.95,1,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"1","2","2","2","4"
"53",320506,1642180,"The Loft",41.37195,2.16936,85,4.44265125649032,1,2,3606,4,365,1,1,2,1,1,53,4.67,1,1,1,"Entire home / Apartment","Sants-Montjuïc",0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","1","2","4"
"54",330766,1687524,"Virginia",41.39076,2.17503,101,4.61512051684126,1.5,1,3596,3,1125,1,3,4,1,1,177,4.86,1,0.92,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,"3","1","1","2","4"
"55",330957,893805,"Phil And Fiona",41.39768,2.17032,99,4.59511985013459,1,2,3783,2,1125,3,4,5,11,11,442,4.75,1,0.9,1,"Entire home / Apartment","Eixample",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","3","3","2","4"
"56",335861,127482361,"Apkeys",41.40349,2.20414,38,3.63758615972639,1,4,1687,2,1125,1,2,5,12,12,91,4.13,1,0.98,1,"Entire loft","Sant Martí",0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0,"2","3","3","2","3"
"57",337755,1716315,"Marc",41.39169,2.1926,145,4.97673374242057,1,2,3591,1,365,1,2,4,11,11,17,4.88,1,1,1,"Entire home / Apartment","Sant Martí",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","3","3","1","4"
"58",342641,1738696,"Estela",41.42882,2.10123,91,4.51085950651685,1,8,3586,2,28,1,2,4,1,1,85,4.67,1,1,1,"Entire guesthouse / chalet","Sarrià-Sant Gervasi",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,"2","1","1","2","4"
"59",343861,1744516,"Silvia & Luís",41.39993,2.16536,400,5.99146454710798,1,2,3585,3,1125,1,1,4,20,20,24,4.48,0.96,0.96,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3","3","2","4"
"60",343866,1744516,"Silvia & Luís",41.40399,2.15565,400,5.99146454710798,2,3,3585,3,1125,2,2,6,20,20,34,4.27,0.96,0.96,2,"Entire home / Apartment","Gràcia",0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","3","3","2","4"
"61",351395,1435464,"Jaume",41.39271,2.17974,101,4.61512051684126,2,2,3667,3,365,3,4,6,15,15,39,4.64,1,0.96,2,"Entire condominium (condo)","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"1","3","3","2","4"
"62",352772,1786501,"Fidel",41.38184,2.15119,124,4.82028156560504,1,2,3577,2,90,2,4,5,1,1,123,4.67,0.99,0.96,1,"Entire home / Apartment","Eixample",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1,1,0,"3","1","1","2","4"
"63",353640,1791076,"Marta",41.38219,2.18039,93,4.53259949315326,1.5,2,3576,2,1125,2,4,6,1,1,139,4.58,1,0.55,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.38629436111989,0,0,0,0,0,"3","1","1","2","4"
"64",357576,1809535,"Silvia",41.40508,2.15491,118,4.77068462446567,1,3,3573,1,60,3,4,6,2,1,250,4.85,1,0.97,1,"Entire home / Apartment","Gràcia",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.38629436111989,0,0,0,0,0,"3","2","1","1","4"
"65",359814,1819662,"Mar",41.38721,2.15566,80,4.38202663467388,1,2,3571,5,365,1,2,4,1,1,4,4.5,1,0,1,"Entire home / Apartment","Eixample",0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"1","1","1","2","4"
"66",359841,1820272,"Rosa",41.40502,2.20802,71,4.26267987704132,1,4,3571,2,1125,2,2,4,4,4,332,4.68,1,0.99,1,"Entire home / Apartment","Sant Martí",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,"3","2","2","2","4"
"67",363601,1837053,"Ayal",41.37961,2.17306,60,4.0943445622221,1,1,3568,32,350,1,1,2,1,1,26,4.2,0.99,0.96,1,"Entire home / Apartment","Ciutat Vella",0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"1","1","1","4","4"
